task,depth,type,model,thinking,trial,correct,strict,completion,reasoning_chars,wall,finish,failmode,note
s-senti-neu,shallow,分类,LongCat-2.0,0,5,1,1,2,0,1.1,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,1,1,1,1,50,73,2.7,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,1,2,1,1,34,44,2.3,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,1,3,1,1,221,387,6.0,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,1,4,1,1,48,70,2.2,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,1,5,1,1,34,44,2.4,stop,,得到 '中性' 期望 '中性'
s-date-norm,shallow,格式,LongCat-2.0,0,1,1,1,11,0,2.6,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,0,2,1,1,11,0,2.2,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,0,3,1,1,11,0,1.8,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,0,4,1,1,11,0,1.6,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,0,5,1,1,11,0,1.4,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,1,1,1,1,61,68,3.3,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,1,2,1,1,75,84,3.2,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,1,3,1,1,68,77,3.0,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,1,4,1,1,66,75,3.0,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,LongCat-2.0,1,5,1,1,59,65,2.5,stop,,得到 '2026-03-07'
s-json-extract,shallow,结构化,LongCat-2.0,0,1,1,1,16,0,1.8,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,0,2,1,1,16,0,1.9,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,0,3,1,1,16,0,1.6,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,0,4,1,1,16,0,2.6,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,0,5,1,1,16,0,2.5,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,1,1,1,1,74,97,3.4,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,1,2,1,1,350,627,9.8,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,1,3,1,1,80,97,2.8,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,1,4,1,1,75,97,2.7,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,LongCat-2.0,1,5,1,1,74,99,3.6,stop,,name=王芳 age=29 city=成都
d-recur-11,deep,递推,LongCat-2.0,0,1,0,0,2,0,1.3,stop,wrong,得到 3 期望 256
d-recur-11,deep,递推,LongCat-2.0,0,2,0,0,4,0,1.6,stop,wrong,得到 609 期望 256
d-recur-11,deep,递推,LongCat-2.0,0,3,0,0,4,0,1.3,stop,wrong,得到 415 期望 256
d-recur-11,deep,递推,LongCat-2.0,0,4,0,0,4,0,1.4,stop,wrong,得到 766 期望 256
d-recur-11,deep,递推,LongCat-2.0,0,5,0,0,4,0,1.5,stop,wrong,得到 644 期望 256
d-recur-11,deep,递推,LongCat-2.0,1,1,1,1,720,894,14.4,stop,,得到 256 期望 256
d-recur-11,deep,递推,LongCat-2.0,1,2,1,1,685,840,16.0,stop,,得到 256 期望 256
d-recur-11,deep,递推,LongCat-2.0,1,3,1,1,896,1086,18.7,stop,,得到 256 期望 256
d-recur-11,deep,递推,LongCat-2.0,1,4,1,1,737,970,15.5,stop,,得到 256 期望 256
d-recur-11,deep,递推,LongCat-2.0,1,5,1,1,559,696,12.2,stop,,得到 256 期望 256
d-statemachine,deep,状态跟踪,LongCat-2.0,0,1,0,0,5,0,1.8,stop,wrong,"得到 (8, 10) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,0,2,0,0,5,0,1.3,stop,wrong,"得到 (9, 10) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,0,3,0,0,4,0,1.6,stop,wrong,"得到 (3, 1) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,0,4,0,0,5,0,1.7,stop,wrong,"得到 (7, 11) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,0,5,0,0,6,0,1.4,stop,wrong,"得到 (21, 12) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,1,1,1,1,326,339,7.4,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,1,2,1,1,520,565,10.8,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,1,3,1,1,541,667,13.4,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,1,4,1,1,589,688,12.3,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,LongCat-2.0,1,5,1,1,409,442,9.4,stop,,"得到 (8, 17) 期望 (8, 17)"
d-seat-csp,deep,约束满足,LongCat-2.0,0,1,0,0,10,0,1.4,stop,wrong,得到 甲丙丁戊乙 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,0,2,0,0,10,0,1.3,stop,wrong,得到 甲丙丁戊乙 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,0,3,0,0,10,0,1.5,stop,wrong,得到 甲乙丙丁戊 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,0,4,0,0,10,0,1.3,stop,wrong,得到 甲丙丁戊乙 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,0,5,0,0,10,0,1.4,stop,wrong,得到 甲乙丙丁戊 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,1,1,1,1,608,717,16.3,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,1,2,1,1,785,922,19.5,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,1,3,1,1,943,1191,30.4,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,1,4,1,1,716,864,18.6,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,LongCat-2.0,1,5,1,1,803,971,22.6,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-multihop,deep,多跳算术,LongCat-2.0,0,1,0,0,6,0,1.7,stop,wrong,"得到 (100, 0) 期望 (74, 4)"
d-multihop,deep,多跳算术,LongCat-2.0,0,2,0,0,6,0,1.5,stop,wrong,"得到 (168, 0) 期望 (74, 4)"
d-multihop,deep,多跳算术,LongCat-2.0,0,3,0,0,5,0,1.4,stop,wrong,"得到 (88, 6) 期望 (74, 4)"
d-multihop,deep,多跳算术,LongCat-2.0,0,4,0,0,6,0,1.8,stop,wrong,"得到 (300, 0) 期望 (74, 4)"
d-multihop,deep,多跳算术,LongCat-2.0,0,5,0,0,5,0,1.5,stop,wrong,"得到 (80, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,LongCat-2.0,1,1,0,0,4096,5582,118.7,length,truncated_empty,"content 空 (finish=length, reasoning 5582字)"
d-multihop,deep,多跳算术,LongCat-2.0,1,2,1,1,1771,2425,55.6,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,LongCat-2.0,1,3,0,0,4096,5404,118.4,length,truncated_empty,"content 空 (finish=length, reasoning 5404字)"
d-multihop,deep,多跳算术,LongCat-2.0,1,4,0,0,4096,11165,95.9,length,truncated_empty,"content 空 (finish=length, reasoning 11165字)"
d-multihop,deep,多跳算术,LongCat-2.0,1,5,0,0,4096,5616,120.3,length,truncated_empty,"content 空 (finish=length, reasoning 5616字)"
